Date,Terminal,Product,TGP_Excluding_GST,GST,TGP_Including_GST
21/05/2026,Sydney,DIS,188.83,18.88,207.71
21/05/2026,Sydney,PREDIS,190.83,19.08,209.91
21/05/2026,Brisbane,ULP,165.73,16.57,182.30
21/05/2026,Brisbane,E10,165.75,16.57,182.32
21/05/2026,Brisbane,P95,176.87,17.69,194.56
21/05/2026,Brisbane,P98,189.88,18.99,208.87
21/05/2026,Brisbane,DIS,185.11,18.51,203.62
21/05/2026,Brisbane,PREDIS,187.11,18.71,205.82
21/05/2026,Brisbane,B5,188.76,18.88,207.64
21/05/2026,Gladstone,ULP,170.83,17.08,187.92
21/05/2026,Gladstone,E10,168.44,16.84,185.29
21/05/2026,Gladstone,P95,175.80,17.58,193.38
21/05/2026,Gladstone,P98,,,
21/05/2026,Gladstone,DIS,185.84,18.58,204.43
21/05/2026,Gladstone,PREDIS,187.84,18.78,206.63
21/05/2026,Mackay,ULP,171.39,17.14,188.53
21/05/2026,Mackay,E10,169.65,16.97,186.62
21/05/2026,Mackay,P95,177.88,17.79,195.66
21/05/2026,Mackay,P98,181.68,18.17,199.85
21/05/2026,Mackay,DIS,190.09,19.01,209.10
21/05/2026,Mackay,PREDIS,192.09,19.21,211.30
21/05/2026,Townsville,ULP,171.34,17.13,188.48
21/05/2026,Townsville,E10,172.34,17.23,189.58
21/05/2026,Townsville,P95,186.21,18.62,204.83
21/05/2026,Townsville,P98,204.39,20.44,224.83
21/05/2026,Townsville,DIS,188.78,18.88,207.66
21/05/2026,Townsville,PREDIS,190.78,19.08,209.86
21/05/2026,Cairns,ULP,169.50,16.95,186.45
21/05/2026,Cairns,E10,172.14,17.21,189.36
21/05/2026,Cairns,P95,181.45,18.15,199.60
21/05/2026,Cairns,P98,185.31,18.53,203.84
21/05/2026,Cairns,DIS,186.78,18.68,205.46
21/05/2026,Cairns,PREDIS,188.78,18.88,207.66
21/05/2026,Port Alma,DIS,185.84,18.58,204.43
21/05/2026,Adelaide,ULP,161.43,16.14,177.57
21/05/2026,Adelaide,E10,159.79,15.98,175.77
21/05/2026,Adelaide,P95,173.38,17.34,190.72
21/05/2026,Adelaide,P98,186.89,18.69,205.58
21/05/2026,Adelaide,DIS,181.68,18.17,199.84
21/05/2026,Adelaide,PREDIS,183.68,18.37,202.04
21/05/2026,Perth,ULP,163.61,16.36,179.97
21/05/2026,Perth,E10,,,
21/05/2026,Perth,P95,177.20,17.72,194.92
21/05/2026,Perth,P98,190.87,19.09,209.96
21/05/2026,Perth,DIS,182.40,18.24,200.64
21/05/2026,Perth,PREDIS,184.40,18.44,202.84
21/05/2026,Darwin,ULP,168.61,16.86,185.47
21/05/2026,Darwin,E10,,,
21/05/2026,Darwin,P95,177.57,17.76,195.33
21/05/2026,Darwin,P98,,,
21/05/2026,Darwin,DIS,188.51,18.85,207.36
21/05/2026,Darwin,PREDIS,190.51,19.05,209.56
21/05/2026,Bell Bay,ULP,170.28,17.03,187.30
21/05/2026,Bell Bay,E10,170.41,17.04,187.45
21/05/2026,Bell Bay,P95,177.18,17.72,194.90
21/05/2026,Bell Bay,P98,179.94,17.99,197.94
21/05/2026,Bell Bay,DIS,193.27,19.33,212.60
21/05/2026,Bell Bay,PREDIS,195.27,19.53,214.80
21/05/2026,Broome,ULP,197.48,19.75,217.23
21/05/2026,Broome,E10,,,
21/05/2026,Broome,P95,209.91,20.99,230.90
21/05/2026,Broome,P98,,,
21/05/2026,Broome,DIS,193.39,19.34,212.73
22/05/2026,Hastings,ULP,165.55,16.56,182.11
22/05/2026,Hastings,E10,165.45,16.55,182.00
22/05/2026,Hastings,P95,177.84,17.78,195.63
22/05/2026,Hastings,P98,184.26,18.43,202.68
22/05/2026,Hastings,DIS,189.98,19.00,208.98
22/05/2026,Hastings,PREDIS,191.98,19.20,211.18
22/05/2026,Yarraville,ULP,166.27,16.63,182.90
22/05/2026,Yarraville,E10,163.81,16.38,180.20
22/05/2026,Yarraville,P95,177.32,17.73,195.06
22/05/2026,Yarraville,P98,184.36,18.44,202.80
22/05/2026,Yarraville,DIS,191.41,19.14,210.55
22/05/2026,Yarraville,PREDIS,193.41,19.34,212.75
22/05/2026,Sydney,ULP,164.82,16.48,181.31
22/05/2026,Sydney,E10,164.63,16.46,181.10
22/05/2026,Sydney,P95,178.45,17.85,196.30
22/05/2026,Sydney,P98,185.79,18.58,204.37
22/05/2026,Sydney,DIS,190.20,19.02,209.22
22/05/2026,Sydney,PREDIS,192.20,19.22,211.42
22/05/2026,Brisbane,ULP,166.94,16.69,183.63
22/05/2026,Brisbane,E10,166.96,16.70,183.65
22/05/2026,Brisbane,P95,178.01,17.80,195.81
22/05/2026,Brisbane,P98,191.00,19.10,210.10
22/05/2026,Brisbane,DIS,186.47,18.65,205.11
22/05/2026,Brisbane,PREDIS,188.47,18.85,207.31
22/05/2026,Brisbane,B5,190.12,19.01,209.13
22/05/2026,Gladstone,ULP,172.05,17.20,189.25
22/05/2026,Gladstone,E10,169.54,16.95,186.49
22/05/2026,Gladstone,P95,176.94,17.69,194.64
22/05/2026,Gladstone,P98,,,
22/05/2026,Gladstone,DIS,187.21,18.72,205.94
22/05/2026,Gladstone,PREDIS,189.21,18.92,208.14
22/05/2026,Mackay,ULP,172.61,17.26,189.88
22/05/2026,Mackay,E10,170.75,17.07,187.82
22/05/2026,Mackay,P95,179.00,17.90,196.89
22/05/2026,Mackay,P98,182.81,18.28,201.09
22/05/2026,Mackay,DIS,191.47,19.15,210.62
22/05/2026,Mackay,PREDIS,193.47,19.35,212.82
22/05/2026,Townsville,ULP,172.56,17.26,189.82
22/05/2026,Townsville,E10,173.56,17.36,190.92
22/05/2026,Townsville,P95,187.33,18.73,206.07
22/05/2026,Townsville,P98,205.52,20.55,226.07
22/05/2026,Townsville,DIS,190.15,19.02,209.17
22/05/2026,Townsville,PREDIS,192.15,19.22,211.37
22/05/2026,Cairns,ULP,170.72,17.07,187.79
22/05/2026,Cairns,E10,173.27,17.33,190.59
22/05/2026,Cairns,P95,182.61,18.26,200.87
22/05/2026,Cairns,P98,186.44,18.64,205.09
22/05/2026,Cairns,DIS,188.15,18.81,206.96
22/05/2026,Cairns,PREDIS,190.15,19.01,209.16
22/05/2026,Port Alma,DIS,187.21,18.72,205.94
22/05/2026,Adelaide,ULP,162.66,16.27,178.92
22/05/2026,Adelaide,E10,161.01,16.10,177.11
22/05/2026,Adelaide,P95,174.54,17.45,191.99
22/05/2026,Adelaide,P98,188.03,18.80,206.83
22/05/2026,Adelaide,DIS,183.06,18.31,201.36
22/05/2026,Adelaide,PREDIS,185.06,18.51,203.56
22/05/2026,Perth,ULP,164.83,16.48,181.32
22/05/2026,Perth,E10,,,
22/05/2026,Perth,P95,178.36,17.84,196.19
22/05/2026,Perth,P98,192.01,19.20,211.21
22/05/2026,Perth,DIS,183.79,18.38,202.17
22/05/2026,Perth,PREDIS,185.79,18.58,204.37
22/05/2026,Darwin,ULP,169.86,16.99,186.85
22/05/2026,Darwin,E10,,,
22/05/2026,Darwin,P95,178.71,17.87,196.58
22/05/2026,Darwin,P98,,,
22/05/2026,Darwin,DIS,189.91,18.99,208.90
22/05/2026,Darwin,PREDIS,191.91,19.19,211.10
22/05/2026,Bell Bay,ULP,171.48,17.15,188.63
22/05/2026,Bell Bay,E10,171.60,17.16,188.76
22/05/2026,Bell Bay,P95,178.29,17.83,196.12
22/05/2026,Bell Bay,P98,181.05,18.10,199.15
22/05/2026,Bell Bay,DIS,194.63,19.46,214.09
22/05/2026,Bell Bay,PREDIS,196.63,19.66,216.29
22/05/2026,Broome,ULP,198.46,19.85,218.31
22/05/2026,Broome,E10,,,
22/05/2026,Broome,P95,210.83,21.08,231.91
22/05/2026,Broome,P98,,,
22/05/2026,Broome,DIS,194.72,19.47,214.20
23/05/2026,Hastings,ULP,161.36,16.14,177.50
23/05/2026,Hastings,E10,161.27,16.13,177.39
23/05/2026,Hastings,P95,177.42,17.74,195.17
23/05/2026,Hastings,P98,183.82,18.38,202.21
23/05/2026,Hastings,DIS,188.56,18.86,207.41
23/05/2026,Hastings,PREDIS,190.56,19.06,209.61
23/05/2026,Yarraville,ULP,165.89,16.59,182.47
23/05/2026,Yarraville,E10,163.47,16.35,179.81
23/05/2026,Yarraville,P95,176.90,17.69,194.59
23/05/2026,Yarraville,P98,183.95,18.39,202.34
23/05/2026,Yarraville,DIS,191.21,19.12,210.33
23/05/2026,Yarraville,PREDIS,193.21,19.32,212.53
23/05/2026,Sydney,ULP,163.14,16.31,179.45
23/05/2026,Sydney,E10,162.95,16.29,179.24
23/05/2026,Sydney,P95,178.03,17.80,195.84
23/05/2026,Sydney,P98,185.36,18.54,203.89
23/05/2026,Sydney,DIS,188.97,18.90,207.87
23/05/2026,Sydney,PREDIS,190.97,19.10,210.07
23/05/2026,Brisbane,ULP,162.73,16.27,179.00
23/05/2026,Brisbane,E10,162.75,16.27,179.02
23/05/2026,Brisbane,P95,177.61,17.76,195.37
23/05/2026,Brisbane,P98,190.55,19.05,209.60
23/05/2026,Brisbane,DIS,186.21,18.62,204.83
23/05/2026,Brisbane,PREDIS,188.21,18.82,207.03
23/05/2026,Brisbane,B5,189.86,18.99,208.84
23/05/2026,Gladstone,ULP,171.86,17.19,189.05
23/05/2026,Gladstone,E10,169.37,16.94,186.31
23/05/2026,Gladstone,P95,176.56,17.66,194.22
23/05/2026,Gladstone,P98,,,
23/05/2026,Gladstone,DIS,186.99,18.70,205.69
23/05/2026,Gladstone,PREDIS,188.99,18.90,207.89
23/05/2026,Mackay,ULP,172.43,17.24,189.68
23/05/2026,Mackay,E10,170.59,17.06,187.64
23/05/2026,Mackay,P95,178.57,17.86,196.42
23/05/2026,Mackay,P98,182.38,18.24,200.62
23/05/2026,Mackay,DIS,191.26,19.13,210.39
23/05/2026,Mackay,PREDIS,193.26,19.33,212.59
23/05/2026,Townsville,ULP,172.38,17.24,189.62
23/05/2026,Townsville,E10,173.38,17.34,190.72
23/05/2026,Townsville,P95,186.90,18.69,205.59
23/05/2026,Townsville,P98,205.10,20.51,225.61
23/05/2026,Townsville,DIS,189.93,18.99,208.92
23/05/2026,Townsville,PREDIS,191.93,19.19,211.12
23/05/2026,Cairns,ULP,170.55,17.05,187.60
23/05/2026,Cairns,E10,172.89,17.29,190.18
23/05/2026,Cairns,P95,182.24,18.22,200.46
23/05/2026,Cairns,P98,186.03,18.60,204.63
23/05/2026,Cairns,DIS,187.93,18.79,206.72
23/05/2026,Cairns,PREDIS,189.93,18.99,208.92
23/05/2026,Port Alma,DIS,186.99,18.70,205.69
23/05/2026,Adelaide,ULP,162.49,16.25,178.73
23/05/2026,Adelaide,E10,160.84,16.08,176.92
23/05/2026,Adelaide,P95,174.17,17.42,191.59
23/05/2026,Adelaide,P98,187.61,18.76,206.37
23/05/2026,Adelaide,DIS,182.84,18.28,201.13
23/05/2026,Adelaide,PREDIS,184.84,18.48,203.33
23/05/2026,Perth,ULP,163.16,16.32,179.48
23/05/2026,Perth,E10,,,
23/05/2026,Perth,P95,177.99,17.80,195.79
23/05/2026,Perth,P98,191.59,19.16,210.75
23/05/2026,Perth,DIS,183.60,18.36,201.96
23/05/2026,Perth,PREDIS,185.60,18.56,204.16
23/05/2026,Darwin,ULP,169.71,16.97,186.68
23/05/2026,Darwin,E10,,,
23/05/2026,Darwin,P95,178.31,17.83,196.14
23/05/2026,Darwin,P98,,,
23/05/2026,Darwin,DIS,189.71,18.97,208.68
23/05/2026,Darwin,PREDIS,191.71,19.17,210.88
23/05/2026,Bell Bay,ULP,168.28,16.83,185.11
23/05/2026,Bell Bay,E10,168.40,16.84,185.24
23/05/2026,Bell Bay,P95,177.86,17.79,195.65
23/05/2026,Bell Bay,P98,180.60,18.06,198.66
23/05/2026,Bell Bay,DIS,193.39,19.34,212.73
23/05/2026,Bell Bay,PREDIS,195.39,19.54,214.93
23/05/2026,Broome,ULP,198.03,19.80,217.83
23/05/2026,Broome,E10,,,
23/05/2026,Broome,P95,210.20,21.02,231.22
23/05/2026,Broome,P98,,,
23/05/2026,Broome,DIS,194.46,19.45,213.91
26/05/2026,Hastings,ULP,160.58,16.06,176.64
26/05/2026,Hastings,E10,160.55,16.06,176.61
26/05/2026,Hastings,P95,176.41,17.64,194.05
26/05/2026,Hastings,P98,182.79,18.28,201.07
26/05/2026,Hastings,DIS,187.25,18.73,205.98
26/05/2026,Hastings,PREDIS,189.25,18.93,208.18
26/05/2026,Yarraville,ULP,164.91,16.49,181.40
26/05/2026,Yarraville,E10,162.58,16.26,178.84
26/05/2026,Yarraville,P95,175.88,17.59,193.47
26/05/2026,Yarraville,P98,182.94,18.29,201.23
26/05/2026,Yarraville,DIS,189.92,18.99,208.92
26/05/2026,Yarraville,PREDIS,191.92,19.19,211.12
26/05/2026,Sydney,ULP,162.36,16.24,178.59
26/05/2026,Sydney,E10,162.24,16.22,178.46
26/05/2026,Sydney,P95,177.02,17.70,194.72
26/05/2026,Sydney,P98,184.33,18.43,202.76
26/05/2026,Sydney,DIS,187.66,18.77,206.43
26/05/2026,Sydney,PREDIS,189.66,18.97,208.63
26/05/2026,Brisbane,ULP,161.93,16.19,178.12
26/05/2026,Brisbane,E10,161.95,16.19,178.14
26/05/2026,Brisbane,P95,176.61,17.66,194.27
26/05/2026,Brisbane,P98,189.51,18.95,208.46
26/05/2026,Brisbane,DIS,184.88,18.49,203.36
26/05/2026,Brisbane,PREDIS,186.88,18.69,205.56
26/05/2026,Brisbane,B5,188.53,18.85,207.38
26/05/2026,Gladstone,ULP,171.08,17.11,188.19
26/05/2026,Gladstone,E10,168.67,16.87,185.54
26/05/2026,Gladstone,P95,175.59,17.56,193.15
26/05/2026,Gladstone,P98,,,
26/05/2026,Gladstone,DIS,185.70,18.57,204.27
26/05/2026,Gladstone,PREDIS,187.70,18.77,206.47
26/05/2026,Mackay,ULP,171.66,17.17,188.82
26/05/2026,Mackay,E10,169.89,16.99,186.88
26/05/2026,Mackay,P95,177.54,17.75,195.30
26/05/2026,Mackay,P98,181.37,18.14,199.50
26/05/2026,Mackay,DIS,189.97,19.00,208.97
26/05/2026,Mackay,PREDIS,191.97,19.20,211.17
26/05/2026,Townsville,ULP,171.60,17.16,188.76
26/05/2026,Townsville,E10,172.60,17.26,189.86
26/05/2026,Townsville,P95,185.88,18.59,204.47
26/05/2026,Townsville,P98,204.08,20.41,224.49
26/05/2026,Townsville,DIS,188.63,18.86,207.49
26/05/2026,Townsville,PREDIS,190.63,19.06,209.69
26/05/2026,Cairns,ULP,169.78,16.98,186.75
26/05/2026,Cairns,E10,171.92,17.19,189.11
26/05/2026,Cairns,P95,181.27,18.13,199.40
26/05/2026,Cairns,P98,185.02,18.50,203.52
26/05/2026,Cairns,DIS,186.63,18.66,205.29
26/05/2026,Cairns,PREDIS,188.63,18.86,207.49
26/05/2026,Port Alma,DIS,185.70,18.57,204.27
26/05/2026,Adelaide,ULP,161.72,16.17,177.90
26/05/2026,Adelaide,E10,160.14,16.01,176.16
26/05/2026,Adelaide,P95,173.21,17.32,190.53
26/05/2026,Adelaide,P98,186.60,18.66,205.26
26/05/2026,Adelaide,DIS,181.56,18.16,199.71
26/05/2026,Adelaide,PREDIS,183.56,18.36,201.91
26/05/2026,Perth,ULP,162.40,16.24,178.64
26/05/2026,Perth,E10,,,
26/05/2026,Perth,P95,177.03,17.70,194.73
26/05/2026,Perth,P98,190.58,19.06,209.64
26/05/2026,Perth,DIS,182.33,18.23,200.56
26/05/2026,Perth,PREDIS,184.33,18.43,202.76
26/05/2026,Darwin,ULP,168.96,16.90,185.86
26/05/2026,Darwin,E10,,,
26/05/2026,Darwin,P95,177.31,17.73,195.04
26/05/2026,Darwin,P98,,,
26/05/2026,Darwin,DIS,188.45,18.84,207.29
26/05/2026,Darwin,PREDIS,190.45,19.04,209.49
26/05/2026,Bell Bay,ULP,167.49,16.75,184.24
26/05/2026,Bell Bay,E10,167.68,16.77,184.44
26/05/2026,Bell Bay,P95,176.83,17.68,194.52
26/05/2026,Bell Bay,P98,179.56,17.96,197.51
26/05/2026,Bell Bay,DIS,192.07,19.21,211.27
26/05/2026,Bell Bay,PREDIS,194.07,19.41,213.47
26/05/2026,Broome,ULP,196.97,19.70,216.67
26/05/2026,Broome,E10,,,
26/05/2026,Broome,P95,208.95,20.89,229.84
26/05/2026,Broome,P98,,,
26/05/2026,Broome,DIS,193.12,19.31,212.43
27/05/2026,Hastings,ULP,159.44,15.94,175.39
27/05/2026,Hastings,E10,159.43,15.94,175.37
27/05/2026,Hastings,P95,174.76,17.48,192.23
27/05/2026,Hastings,P98,181.10,18.11,199.21
27/05/2026,Hastings,DIS,185.15,18.52,203.67
27/05/2026,Hastings,PREDIS,187.15,18.72,205.87
27/05/2026,Yarraville,ULP,163.32,16.33,179.65
27/05/2026,Yarraville,E10,161.14,16.11,177.26
27/05/2026,Yarraville,P95,174.19,17.42,191.61
27/05/2026,Yarraville,P98,181.27,18.13,199.39
27/05/2026,Yarraville,DIS,187.84,18.78,206.63
27/05/2026,Yarraville,PREDIS,189.84,18.98,208.83
27/05/2026,Sydney,ULP,161.22,16.12,177.34
27/05/2026,Sydney,E10,161.11,16.11,177.22
27/05/2026,Sydney,P95,175.37,17.54,192.90
27/05/2026,Sydney,P98,182.64,18.26,200.90
27/05/2026,Sydney,DIS,185.57,18.56,204.12
27/05/2026,Sydney,PREDIS,187.57,18.76,206.32
27/05/2026,Brisbane,ULP,160.75,16.08,176.83
27/05/2026,Brisbane,E10,160.77,16.08,176.85
27/05/2026,Brisbane,P95,174.99,17.50,192.49
27/05/2026,Brisbane,P98,187.79,18.78,206.57
27/05/2026,Brisbane,DIS,182.73,18.27,201.00
27/05/2026,Brisbane,PREDIS,184.73,18.47,203.20
27/05/2026,Brisbane,B5,186.38,18.64,205.02
27/05/2026,Gladstone,ULP,169.94,16.99,186.94
27/05/2026,Gladstone,E10,167.65,16.76,184.41
27/05/2026,Gladstone,P95,174.00,17.40,191.40
27/05/2026,Gladstone,P98,,,
27/05/2026,Gladstone,DIS,183.60,18.36,201.96
27/05/2026,Gladstone,PREDIS,185.60,18.56,204.16
27/05/2026,Mackay,ULP,170.52,17.05,187.57
27/05/2026,Mackay,E10,168.87,16.89,185.75
27/05/2026,Mackay,P95,175.86,17.59,193.44
27/05/2026,Mackay,P98,179.69,17.97,197.66
27/05/2026,Mackay,DIS,187.89,18.79,206.68
27/05/2026,Mackay,PREDIS,189.89,18.99,208.88
27/05/2026,Townsville,ULP,170.47,17.05,187.52
27/05/2026,Townsville,E10,171.47,17.15,188.62
27/05/2026,Townsville,P95,184.19,18.42,202.61
27/05/2026,Townsville,P98,202.40,20.24,222.64
27/05/2026,Townsville,DIS,186.53,18.65,205.18
27/05/2026,Townsville,PREDIS,188.53,18.85,207.38
27/05/2026,Cairns,ULP,168.65,16.86,185.51
27/05/2026,Cairns,E10,170.35,17.03,187.38
27/05/2026,Cairns,P95,179.69,17.97,197.66
27/05/2026,Cairns,P98,183.34,18.33,201.68
27/05/2026,Cairns,DIS,184.53,18.45,202.99
27/05/2026,Cairns,PREDIS,186.53,18.65,205.19
27/05/2026,Port Alma,DIS,183.60,18.36,201.96
27/05/2026,Adelaide,ULP,160.60,16.06,176.66
27/05/2026,Adelaide,E10,159.03,15.90,174.93
27/05/2026,Adelaide,P95,171.63,17.16,188.80
27/05/2026,Adelaide,P98,184.93,18.49,203.42
27/05/2026,Adelaide,DIS,179.47,17.95,197.42
27/05/2026,Adelaide,PREDIS,181.47,18.15,199.62
27/05/2026,Perth,ULP,161.27,16.13,177.39
27/05/2026,Perth,E10,,,
27/05/2026,Perth,P95,175.45,17.55,193.00
27/05/2026,Perth,P98,188.91,18.89,207.80
27/05/2026,Perth,DIS,180.25,18.02,198.27
27/05/2026,Perth,PREDIS,182.25,18.22,200.47
27/05/2026,Darwin,ULP,167.85,16.79,184.64
27/05/2026,Darwin,E10,,,
27/05/2026,Darwin,P95,175.64,17.56,193.21
27/05/2026,Darwin,P98,,,
27/05/2026,Darwin,DIS,186.38,18.64,205.01
27/05/2026,Darwin,PREDIS,188.38,18.84,207.21
27/05/2026,Bell Bay,ULP,166.34,16.63,182.98
27/05/2026,Bell Bay,E10,166.54,16.65,183.19
27/05/2026,Bell Bay,P95,175.17,17.52,192.69
27/05/2026,Bell Bay,P98,177.86,17.79,195.65
27/05/2026,Bell Bay,DIS,189.96,19.00,208.95
27/05/2026,Bell Bay,PREDIS,191.96,19.20,211.15
27/05/2026,Broome,ULP,195.65,19.56,215.21
27/05/2026,Broome,E10,,,
27/05/2026,Broome,P95,207.18,20.72,227.89
27/05/2026,Broome,P98,,,
27/05/2026,Broome,DIS,190.99,19.10,210.09
28/05/2026,Hastings,ULP,158.02,15.80,173.82
28/05/2026,Hastings,E10,158.02,15.80,173.82
28/05/2026,Hastings,P95,173.00,17.30,190.30
28/05/2026,Hastings,P98,179.33,17.93,197.27
28/05/2026,Hastings,DIS,182.82,18.28,201.10
28/05/2026,Hastings,PREDIS,184.82,18.48,203.30
28/05/2026,Yarraville,ULP,161.58,16.16,177.74
28/05/2026,Yarraville,E10,159.57,15.96,175.53
28/05/2026,Yarraville,P95,172.43,17.24,189.68
28/05/2026,Yarraville,P98,179.51,17.95,197.46
28/05/2026,Yarraville,DIS,185.53,18.55,204.08
28/05/2026,Yarraville,PREDIS,187.53,18.75,206.28
28/05/2026,Sydney,ULP,159.79,15.98,175.77
28/05/2026,Sydney,E10,159.70,15.97,175.67
28/05/2026,Sydney,P95,173.61,17.36,190.97
28/05/2026,Sydney,P98,180.87,18.09,198.95
28/05/2026,Sydney,DIS,183.24,18.32,201.56
28/05/2026,Sydney,PREDIS,185.24,18.52,203.76
28/05/2026,Brisbane,ULP,159.29,15.93,175.22
28/05/2026,Brisbane,E10,159.31,15.93,175.24
28/05/2026,Brisbane,P95,173.22,17.32,190.54
28/05/2026,Brisbane,P98,185.98,18.60,204.58
28/05/2026,Brisbane,DIS,180.35,18.03,198.38
28/05/2026,Brisbane,PREDIS,182.35,18.23,200.58
28/05/2026,Brisbane,B5,184.00,18.40,202.40
28/05/2026,Gladstone,ULP,168.52,16.85,185.37
28/05/2026,Gladstone,E10,166.37,16.64,183.00
28/05/2026,Gladstone,P95,172.27,17.23,189.49
28/05/2026,Gladstone,P98,,,
28/05/2026,Gladstone,DIS,181.27,18.13,199.40
28/05/2026,Gladstone,PREDIS,183.27,18.33,201.60
28/05/2026,Mackay,ULP,169.10,16.91,186.01
28/05/2026,Mackay,E10,167.59,16.76,184.35
28/05/2026,Mackay,P95,174.09,17.41,191.50
28/05/2026,Mackay,P98,177.92,17.79,195.72
28/05/2026,Mackay,DIS,185.57,18.56,204.13
28/05/2026,Mackay,PREDIS,187.57,18.76,206.33
28/05/2026,Townsville,ULP,169.05,16.90,185.95
28/05/2026,Townsville,E10,170.05,17.00,187.05
28/05/2026,Townsville,P95,182.43,18.24,200.67
28/05/2026,Townsville,P98,200.64,20.06,220.71
28/05/2026,Townsville,DIS,184.20,18.42,202.63
28/05/2026,Townsville,PREDIS,186.20,18.62,204.83
28/05/2026,Cairns,ULP,167.23,16.72,183.95
28/05/2026,Cairns,E10,168.63,16.86,185.49
28/05/2026,Cairns,P95,177.97,17.80,195.76
28/05/2026,Cairns,P98,181.58,18.16,199.74
28/05/2026,Cairns,DIS,182.21,18.22,200.43
28/05/2026,Cairns,PREDIS,184.21,18.42,202.63
28/05/2026,Port Alma,DIS,181.27,18.13,199.40
28/05/2026,Adelaide,ULP,159.19,15.92,175.10
28/05/2026,Adelaide,E10,157.63,15.76,173.39
28/05/2026,Adelaide,P95,169.91,16.99,186.90
28/05/2026,Adelaide,P98,183.17,18.32,201.49
28/05/2026,Adelaide,DIS,177.15,17.71,194.86
28/05/2026,Adelaide,PREDIS,179.15,17.91,197.06
28/05/2026,Perth,ULP,159.85,15.99,175.84
28/05/2026,Perth,E10,,,
28/05/2026,Perth,P95,173.73,17.37,191.10
28/05/2026,Perth,P98,187.16,18.72,205.87
28/05/2026,Perth,DIS,177.94,17.79,195.73
28/05/2026,Perth,PREDIS,179.94,17.99,197.93
28/05/2026,Darwin,ULP,166.45,16.64,183.09
28/05/2026,Darwin,E10,,,
28/05/2026,Darwin,P95,173.89,17.39,191.28
28/05/2026,Darwin,P98,,,
28/05/2026,Darwin,DIS,184.07,18.41,202.48
28/05/2026,Darwin,PREDIS,186.07,18.61,204.68
28/05/2026,Bell Bay,ULP,164.91,16.49,181.40
28/05/2026,Bell Bay,E10,165.12,16.51,181.64
28/05/2026,Bell Bay,P95,173.40,17.34,190.74
28/05/2026,Bell Bay,P98,176.08,17.61,193.69
28/05/2026,Bell Bay,DIS,187.62,18.76,206.38
28/05/2026,Bell Bay,PREDIS,189.62,18.96,208.58
28/05/2026,Broome,ULP,194.05,19.41,213.46
28/05/2026,Broome,E10,,,
28/05/2026,Broome,P95,205.27,20.53,225.80
28/05/2026,Broome,P98,,,
28/05/2026,Broome,DIS,188.63,18.86,207.50
29/05/2026,Hastings,ULP,157.44,15.74,173.18
29/05/2026,Hastings,E10,157.48,15.75,173.23
29/05/2026,Hastings,P95,169.13,16.91,186.04
29/05/2026,Hastings,P98,175.93,17.59,193.53
29/05/2026,Hastings,DIS,176.27,17.63,193.89
29/05/2026,Hastings,PREDIS,178.27,17.83,196.09
29/05/2026,Yarraville,ULP,161.48,16.15,177.63
29/05/2026,Yarraville,E10,159.48,15.95,175.43
29/05/2026,Yarraville,P95,172.32,17.23,189.55
29/05/2026,Yarraville,P98,179.39,17.94,197.33
29/05/2026,Yarraville,DIS,185.40,18.54,203.94
29/05/2026,Yarraville,PREDIS,187.40,18.74,206.14
29/05/2026,Sydney,ULP,156.71,15.67,172.38
29/05/2026,Sydney,E10,156.66,15.67,172.33
29/05/2026,Sydney,P95,169.74,16.97,186.71
29/05/2026,Sydney,P98,177.47,17.75,195.21
29/05/2026,Sydney,DIS,176.48,17.65,194.13
29/05/2026,Sydney,PREDIS,178.48,17.85,196.33
29/05/2026,Brisbane,ULP,159.18,15.92,175.10
29/05/2026,Brisbane,E10,159.20,15.92,175.12
29/05/2026,Brisbane,P95,173.10,17.31,190.41
29/05/2026,Brisbane,P98,185.86,18.59,204.45
29/05/2026,Brisbane,DIS,180.22,18.02,198.25
29/05/2026,Brisbane,PREDIS,182.22,18.22,200.45
29/05/2026,Brisbane,B5,183.87,18.39,202.26
29/05/2026,Gladstone,ULP,168.41,16.84,185.25
29/05/2026,Gladstone,E10,166.27,16.63,182.89
29/05/2026,Gladstone,P95,172.15,17.22,189.37
29/05/2026,Gladstone,P98,,,
29/05/2026,Gladstone,DIS,181.15,18.12,199.27
29/05/2026,Gladstone,PREDIS,183.15,18.32,201.47
29/05/2026,Mackay,ULP,168.99,16.90,185.89
29/05/2026,Mackay,E10,167.49,16.75,184.24
29/05/2026,Mackay,P95,173.98,17.40,191.37
29/05/2026,Mackay,P98,177.81,17.78,195.59
29/05/2026,Mackay,DIS,185.44,18.54,203.99
29/05/2026,Mackay,PREDIS,187.44,18.74,206.19
29/05/2026,Townsville,ULP,168.94,16.89,185.83
29/05/2026,Townsville,E10,169.94,16.99,186.93
29/05/2026,Townsville,P95,182.31,18.23,200.54
29/05/2026,Townsville,P98,200.52,20.05,220.57
29/05/2026,Townsville,DIS,184.08,18.41,202.49
29/05/2026,Townsville,PREDIS,186.08,18.61,204.69
29/05/2026,Cairns,ULP,167.12,16.71,183.83
29/05/2026,Cairns,E10,168.52,16.85,185.37
29/05/2026,Cairns,P95,177.85,17.79,195.64
29/05/2026,Cairns,P98,181.46,18.15,199.61
29/05/2026,Cairns,DIS,182.08,18.21,200.29
29/05/2026,Cairns,PREDIS,184.08,18.41,202.49
